Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Rank of ZIP Code Discharges,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C)
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",02030,3110,"Dover, MA",Dover,MA,Norfolk County,32.5,28,11134,411,0.002514819,0.068126521
MetroWest Medical Center,Tenet Healthcare,"Community, High Public Payer",01747,3110,"Hopedale, MA",Hopedale,MA,Worcester County,34,26,11134,623,0.00233519,0.041733547
Hallmark Health,Wellforce,"Community, High Public Payer",02148,3111,"Malden, MA",Malden,MA,Middlesex County,1,1741,10953,6340,0.158951885,0.274605678
Hallmark Health,Wellforce,"Community, High Public Payer",02155,3111,"Medford, MA",Medford,MA,Middlesex County,2,1495,10953,5871,0.136492285,0.254641458
Hallmark Health,Wellforce,"Community, High Public Payer",02176,3111,"Melrose, MA",Melrose,MA,Middlesex County,3,1170,10953,3001,0.106820049,0.389870043
Hallmark Health,Wellforce,"Community, High Public Payer",01906,3111,"Saugus, MA",Saugus,MA,Essex County,4,1011,10953,3460,0.092303478,0.292196532
Hallmark Health,Wellforce,"Community, High Public Payer",01880,3111,"Wakefield, MA",Wakefield,MA,Middlesex County,5,872,10953,2917,0.079612891,0.298937264
Hallmark Health,Wellforce,"Community, High Public Payer",02180,3111,"Stoneham, MA",Stoneham,MA,Middlesex County,6,596,10953,2923,0.054414316,0.203900103
Hallmark Health,Wellforce,"Community, High Public Payer",02151,3111,"Revere, MA",Revere,MA,Suffolk County,7,517,10953,6557,0.04720168,0.078847034
Hallmark Health,Wellforce,"Community, High Public Payer",02149,3111,"Everett, MA",Everett,MA,Middlesex County,8,496,10953,4843,0.045284397,0.102415858
Hallmark Health,Wellforce,"Community, High Public Payer",01867,3111,"Reading, MA",Reading,MA,Middlesex County,9,220,10953,2391,0.020085821,0.092011711
Hallmark Health,Wellforce,"Community, High Public Payer",02152,3111,"Winthrop, MA",Winthrop,MA,Suffolk County,10,186,10953,2046,0.016981649,0.090909091
Hallmark Health,Wellforce,"Community, High Public Payer",01801,3111,"Woburn, MA",Woburn,MA,Middlesex County,11,185,10953,4980,0.01689035,0.037148594
Hallmark Health,Wellforce,"Community, High Public Payer",01960,3111,"Peabody, MA",Peabody,MA,Essex County,12,171,10953,7599,0.015612161,0.022502961
Hallmark Health,Wellforce,"Community, High Public Payer",01864,3111,"North Reading, MA",North Reading,MA,Middlesex County,13,115,10953,1507,0.010499407,0.076310551
Hallmark Health,Wellforce,"Community, High Public Payer",01887,3111,"Wilmington, MA",Wilmington,MA,Middlesex County,14,112,10953,2592,0.010225509,0.043209877
Hallmark Health,Wellforce,"Community, High Public Payer",01940,3111,"Lynnfield, MA",Lynnfield,MA,Essex County,15,95,10953,1314,0.008673423,0.072298326
Hallmark Health,Wellforce,"Community, High Public Payer",02150,3111,"Chelsea, MA",Chelsea,MA,Suffolk County,16,89,10953,4697,0.008125628,0.018948265
Hallmark Health,Wellforce,"Community, High Public Payer",01876,3111,"Tewksbury, MA",Tewksbury,MA,Middlesex County,17,87,10953,3802,0.007943029,0.022882693
Hallmark Health,Wellforce,"Community, High Public Payer",01905,3111,"Lynn, MA",Lynn,MA,Essex County,18,80,10953,3093,0.007303935,0.025864856
Hallmark Health,Wellforce,"Community, High Public Payer",01902,3111,"Lynn, MA",Lynn,MA,Essex County,19,72,10953,6477,0.006573541,0.011116258
Hallmark Health,Wellforce,"Community, High Public Payer",02145,3111,"Somerville, MA",Somerville,MA,Middlesex County,20,67,10953,2093,0.006117046,0.032011467
Hallmark Health,Wellforce,"Community, High Public Payer",01890,3111,"Winchester, MA",Winchester,MA,Middlesex County,21,65,10953,1944,0.005934447,0.033436214
Hallmark Health,Wellforce,"Community, High Public Payer",01821,3111,"Billerica, MA",Billerica,MA,Middlesex County,22.5,57,10953,3456,0.005204054,0.016493056
Hallmark Health,Wellforce,"Community, High Public Payer",02143,3111,"Somerville, MA",Somerville,MA,Middlesex County,22.5,57,10953,1766,0.005204054,0.032276331
Hallmark Health,Wellforce,"Community, High Public Payer",01923,3111,"Danvers, MA",Danvers,MA,Essex County,24,55,10953,4028,0.005021455,0.013654419
Hallmark Health,Wellforce,"Community, High Public Payer",01904,3111,"Lynn, MA",Lynn,MA,Essex County,25.5,50,10953,2172,0.004564959,0.023020258
Hallmark Health,Wellforce,"Community, High Public Payer",02128,3111,"Boston, MA",Boston,MA,Suffolk County,25.5,50,10953,4007,0.004564959,0.012478163
Hallmark Health,Wellforce,"Community, High Public Payer",02144,3111,"Somerville, MA",Somerville,MA,Middlesex County,27,49,10953,1465,0.00447366,0.033447099
Hallmark Health,Wellforce,"Community, High Public Payer",01803,3111,"Burlington, MA",Burlington,MA,Middlesex County,28.5,43,10953,2884,0.003925865,0.014909847
Hallmark Health,Wellforce,"Community, High Public Payer",02474,3111,"Arlington, MA",Arlington,MA,Middlesex County,28.5,43,10953,2420,0.003925865,0.017768595
Hallmark Health,Wellforce,"Community, High Public Payer",01845,3111,"North Andover, MA",North Andover,MA,Essex County,30,39,10953,3158,0.003560668,0.012349588
Hallmark Health,Wellforce,"Community, High Public Payer",01810,3111,"Andover, MA",Andover,MA,Essex County,31,35,10953,2923,0.003195472,0.011973999
Hallmark Health,Wellforce,"Community, High Public Payer",01970,3111,"Salem, MA",Salem,MA,Essex County,32,33,10953,4933,0.003012873,0.006689641
Hallmark Health,Wellforce,"Community, High Public Payer",01844,3111,"Methuen, MA",Methuen,MA,Essex County,33,31,10953,6162,0.002830275,0.005030834
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01915,3112,"Beverly, MA",Beverly,MA,Essex County,1,4047,21545,5865,0.187839406,0.690025575
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01930,3112,"Gloucester, MA",Gloucester,MA,Essex County,2,2999,21545,4095,0.139197029,0.732356532
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01923,3112,"Danvers, MA",Danvers,MA,Essex County,3,2098,21545,4028,0.097377582,0.520854022
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01960,3112,"Peabody, MA",Peabody,MA,Essex County,4,2015,21545,7599,0.09352518,0.265166469
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01970,3112,"Salem, MA",Salem,MA,Essex County,5,1057,21545,4933,0.049060107,0.214271235
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01938,3112,"Ipswich, MA",Ipswich,MA,Essex County,6,943,21545,1612,0.043768856,0.584987593
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01902,3112,"Lynn, MA",Lynn,MA,Essex County,7,715,21545,6477,0.033186354,0.110390613
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01966,3112,"Rockport, MA",Rockport,MA,Essex County,8,616,21545,875,0.02859132,0.704
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01982,3112,"South Hamilton, MA",South Hamilton,MA,Essex County,9,425,21545,677,0.019726155,0.627769572
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01949,3112,"Middleton, MA",Middleton,MA,Essex County,10,355,21545,936,0.016477141,0.379273504
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01983,3112,"Topsfield, MA",Topsfield,MA,Essex County,11,343,21545,633,0.015920167,0.541864139
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01905,3112,"Lynn, MA",Lynn,MA,Essex County,12,341,21545,3093,0.015827338,0.110248949
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01944,3112,"Manchester, MA",Manchester,MA,Essex County,13,322,21545,549,0.014945463,0.586520947
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01904,3112,"Lynn, MA",Lynn,MA,Essex County,14,284,21545,2172,0.013181713,0.130755064
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01921,3112,"Boxford, MA",Boxford,MA,Essex County,15,240,21545,709,0.011139476,0.338504937
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01945,3112,"Marblehead, MA",Marblehead,MA,Essex County,16,231,21545,1810,0.010721745,0.127624309
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01929,3112,"Essex, MA",Essex,MA,Essex County,17,226,21545,334,0.010489673,0.676646707
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01969,3112,"Rowley, MA",Rowley,MA,Essex County,18,215,21545,618,0.009979113,0.34789644
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01984,3112,"Wenham, MA",Wenham,MA,Essex County,19,210,21545,353,0.009747041,0.59490085
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01906,3112,"Saugus, MA",Saugus,MA,Essex County,20,187,21545,3460,0.008679508,0.054046243
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01833,3112,"Georgetown, MA",Georgetown,MA,Essex County,21,174,21545,811,0.00807612,0.214549938
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01940,3112,"Lynnfield, MA",Lynnfield,MA,Essex County,22,145,21545,1314,0.0067301,0.110350076
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01801,3112,"Woburn, MA",Woburn,MA,Middlesex County,23,144,21545,4980,0.006683685,0.028915663
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01907,3112,"Swampscott, MA",Swampscott,MA,Essex County,24,139,21545,1494,0.006451613,0.093038822
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01880,3112,"Wakefield, MA",Wakefield,MA,Middlesex County,25,120,21545,2917,0.005569738,0.041138156
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01913,3112,"Amesbury, MA",Amesbury,MA,Essex County,26,111,21545,1950,0.005152007,0.056923077
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01845,3112,"North Andover, MA",North Andover,MA,Essex County,27,99,21545,3158,0.004595034,0.031348955
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01821,3112,"Billerica, MA",Billerica,MA,Middlesex County,28,89,21545,3456,0.004130889,0.025752315
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01887,3112,"Wilmington, MA",Wilmington,MA,Middlesex County,29,85,21545,2592,0.003945231,0.03279321
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01830,3112,"Haverhill, MA",Haverhill,MA,Essex County,30,79,21545,4242,0.003666744,0.018623291
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01950,3112,"Newburyport, MA",Newburyport,MA,Essex County,31,77,21545,1908,0.003573915,0.040356394
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01834,3112,"Groveland, MA",Groveland,MA,Essex County,32,73,21545,726,0.003388257,0.100550964
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01952,3112,"Salisbury, MA",Salisbury,MA,Essex County,33,68,21545,1133,0.003156185,0.060017652
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01864,3112,"North Reading, MA",North Reading,MA,Middlesex County,34,67,21545,1507,0.00310977,0.04445919
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01867,3112,"Reading, MA",Reading,MA,Middlesex County,35,66,21545,2391,0.003063356,0.027603513
Northeast Hospital,Lahey Health System,"Community, High Public Payer",02151,3112,"Revere, MA",Revere,MA,Suffolk County,36,58,21545,6557,0.00269204,0.008845509
Northeast Hospital,Lahey Health System,"Community, High Public Payer",02180,3112,"Stoneham, MA",Stoneham,MA,Middlesex County,37,55,21545,2923,0.002552796,0.018816285
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01876,3112,"Tewksbury, MA",Tewksbury,MA,Middlesex County,38,54,21545,3802,0.002506382,0.014203051
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01852,3112,"Lowell, MA",Lowell,MA,Middlesex County,39,52,21545,4670,0.002413553,0.011134904
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01803,3112,"Burlington, MA",Burlington,MA,Middlesex County,40,51,21545,2884,0.002367139,0.017683773
Northeast Hospital,Lahey Health System,"Community, High Public Payer",02148,3112,"Malden, MA",Malden,MA,Middlesex County,41,46,21545,6340,0.002135066,0.007255521
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01832,3112,"Haverhill, MA",Haverhill,MA,Essex County,42,43,21545,2705,0.001995823,0.015896488
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01854,3112,"Lowell, MA",Lowell,MA,Middlesex County,43,41,21545,3388,0.001902994,0.012101535
Northeast Hospital,Lahey Health System,"Community, High Public Payer",02176,3112,"Melrose, MA",Melrose,MA,Middlesex County,44,38,21545,3001,0.00176375,0.012662446
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01835,3112,"Haverhill, MA",Haverhill,MA,Essex County,45.5,37,21545,1516,0.001717336,0.024406332
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01922,3112,"Byfield, MA",Byfield,MA,Essex County,45.5,37,21545,323,0.001717336,0.114551084
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01810,3112,"Andover, MA",Andover,MA,Essex County,47.5,36,21545,2923,0.001670921,0.012316114
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01901,3112,"Lynn, MA",Lynn,MA,Essex County,47.5,36,21545,526,0.001670921,0.068441065
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01844,3112,"Methuen, MA",Methuen,MA,Essex County,49,35,21545,6162,0.001624507,0.005679974
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01860,3112,"Merrimac, MA",Merrimac,MA,Essex County,50.5,34,21545,651,0.001578092,0.052227343
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01937,3112,"Hathorne, MA",Hathorne,MA,Essex County,50.5,34,21545,42,0.001578092,0.80952381
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01908,3112,"Nahant, MA",Nahant,MA,Essex County,52,33,21545,429,0.001531678,0.076923077
Northeast Hospital,Lahey Health System,"Community, High Public Payer",02155,3112,"Medford, MA",Medford,MA,Middlesex County,53,32,21545,5871,0.001485263,0.00545052
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01841,3112,"Lawrence, MA",Lawrence,MA,Essex County,54.5,29,21545,6576,0.00134602,0.004409976
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01985,3112,"West Newbury, MA",West Newbury,MA,Essex County,54.5,29,21545,375,0.00134602,0.077333333
Northeast Hospital,Lahey Health System,"Community, High Public Payer",01826,3112,"Dracut, MA",Dracut,MA,Middlesex County,56,27,21545,3523,0.001253191,0.007663923
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02740,3113,"New Bedford, MA",New Bedford,MA,Bristol County,1,5488,37794,6740,0.145208234,0.814243323
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02720,3113,"Fall River, MA",Fall River,MA,Bristol County,2,3104,37794,5123,0.082129439,0.605894983
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02745,3113,"New Bedford, MA",New Bedford,MA,Bristol County,3,2604,37794,3304,0.068899825,0.788135593
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02721,3113,"Fall River, MA",Fall River,MA,Bristol County,4,2091,37794,4839,0.055326242,0.432114073
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02746,3113,"New Bedford, MA",New Bedford,MA,Bristol County,5,1937,37794,2268,0.051251521,0.854056437
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02719,3113,"Fairhaven, MA",Fairhaven,MA,Bristol County,6,1610,37794,2086,0.042599354,0.771812081
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02747,3113,"North Dartmouth, MA",North Dartmouth,MA,Bristol County,7,1581,37794,2198,0.041832037,0.719290264
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02723,3113,"Fall River, MA",Fall River,MA,Bristol County,8,1474,37794,2552,0.0390009,0.577586207
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02744,3113,"New Bedford, MA",New Bedford,MA,Bristol County,9,1459,37794,1727,0.038604011,0.844817603
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02571,3113,"Wareham, MA",Wareham,MA,Plymouth County,10,1259,37794,1797,0.033312166,0.700612131
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02726,3113,"Somerset, MA",Somerset,MA,Bristol County,11,1214,37794,1931,0.032121501,0.628689798
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02724,3113,"Fall River, MA",Fall River,MA,Bristol County,12,1190,37794,2674,0.031486479,0.445026178
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02790,3113,"Westport, MA",Westport,MA,Bristol County,13,1125,37794,1830,0.02976663,0.614754098
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02748,3113,"South Dartmouth, MA",South Dartmouth,MA,Bristol County,14,1093,37794,1439,0.028919934,0.759555247
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02777,3113,"Swansea, MA",Swansea,MA,Bristol County,15,1037,37794,1735,0.027438218,0.597694524
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02743,3113,"Acushnet, MA",Acushnet,MA,Bristol County,16,882,37794,1153,0.023337038,0.764960971
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02739,3113,"Mattapoisett, MA",Mattapoisett,MA,Plymouth County,18,494,37794,672,0.013070858,0.735119048
Southcoast Hospitals Group,Not Applicable,"Community, High Public Payer",02538,3113,"East Wareham, MA",East Wareham,MA,Plymouth County,19,464,37794,669,0.012277081,0.693572496
