Indicator,Name,ORGID ,FACID ,Cohort,Fiscal Year,Value
Operating Margin,Harrington Memorial Hospital,68,2143,Community High Public Payer Hospital,FY16,0.071
Operating Margin,Harrington Memorial Hospital,68,2143,Community High Public Payer Hospital,FY17,0.032
Operating Margin,Harrington Memorial Hospital,68,2143,Community High Public Payer Hospital,FY18,0.05
Operating Margin,HealthAlliance-Clinton Hospital,14496,2034,Community High Public Payer Hospital,FY14,0.0104
Operating Margin,HealthAlliance-Clinton Hospital,14496,2034,Community High Public Payer Hospital,FY15,0.0457
Operating Margin,HealthAlliance-Clinton Hospital,14496,2034,Community High Public Payer Hospital,FY16,0.034
Operating Margin,HealthAlliance-Clinton Hospital,14496,2034,Community High Public Payer Hospital,FY17,0.016
Operating Margin,HealthAlliance-Clinton Hospital,14496,2034,Community High Public Payer Hospital,FY18,-0.082
Operating Margin,Heywood Memorial Hospital,73,2036,Community High Public Payer Hospital,FY14,0.0235
Operating Margin,Heywood Memorial Hospital,73,2036,Community High Public Payer Hospital,FY15,0.0484
Operating Margin,Heywood Memorial Hospital,73,2036,Community High Public Payer Hospital,FY16,0.032
Operating Margin,Heywood Memorial Hospital,73,2036,Community High Public Payer Hospital,FY17,0.016
Operating Margin,Heywood Memorial Hospital,73,2036,Community High Public Payer Hospital,FY18,0.009
Operating Margin,Holyoke Medical Center,77,2145,Community High Public Payer Hospital,FY14,0.0447
Operating Margin,Holyoke Medical Center,77,2145,Community High Public Payer Hospital,FY15,0.0269
Operating Margin,Holyoke Medical Center,77,2145,Community High Public Payer Hospital,FY16,0.028
Operating Margin,Holyoke Medical Center,77,2145,Community High Public Payer Hospital,FY17,0.009
Operating Margin,Holyoke Medical Center,77,2145,Community High Public Payer Hospital,FY18,0.03
Operating Margin,Lahey Hospital & Medical Center,6546,2033,Teaching Hospital,FY14,0.0805
Operating Margin,Lahey Hospital & Medical Center,6546,2033,Teaching Hospital,FY15,0.0365
Operating Margin,Lahey Hospital & Medical Center,6546,2033,Teaching Hospital,FY16,0.056
Operating Margin,Lahey Hospital & Medical Center,6546,2033,Teaching Hospital,FY17,0.027
Operating Margin,Lahey Hospital & Medical Center,6546,2033,Teaching Hospital,FY18,0.064
Operating Margin,Lawrence General Hospital,83,2099,Community High Public Payer Hospital,FY14,0.0348
Operating Margin,Lawrence General Hospital,83,2099,Community High Public Payer Hospital,FY15,-0.018
Operating Margin,Lawrence General Hospital,83,2099,Community High Public Payer Hospital,FY16,0.005
Operating Margin,Lawrence General Hospital,83,2099,Community High Public Payer Hospital,FY17,0
Operating Margin,Lawrence General Hospital,83,2099,Community High Public Payer Hospital,FY18,0.004
Operating Margin,Lowell General Hospital,85,2040,Community High Public Payer Hospital,FY14,0.015
Operating Margin,Lowell General Hospital,85,2040,Community High Public Payer Hospital,FY15,0.0317
Operating Margin,Lowell General Hospital,85,2040,Community High Public Payer Hospital,FY16,0.022
Operating Margin,Lowell General Hospital,85,2040,Community High Public Payer Hospital,FY17,0.009
Operating Margin,Lowell General Hospital,85,2040,Community High Public Payer Hospital,FY18,0.032
Operating Margin,Marlborough Hospital,133,2103,Community High Public Payer Hospital,FY14,0.0165
Operating Margin,Marlborough Hospital,133,2103,Community High Public Payer Hospital,FY15,0.0495
Operating Margin,Marlborough Hospital,133,2103,Community High Public Payer Hospital,FY16,0.082
Operating Margin,Marlborough Hospital,133,2103,Community High Public Payer Hospital,FY17,0.048
Operating Margin,Marlborough Hospital,133,2103,Community High Public Payer Hospital,FY18,-0.03
Operating Margin,Martha's Vineyard Hospital,88,2042,Community Hospital,FY14,0.007
Operating Margin,Martha's Vineyard Hospital,88,2042,Community Hospital,FY15,0.052
Operating Margin,Martha's Vineyard Hospital,88,2042,Community Hospital,FY16,0.015
Operating Margin,Martha's Vineyard Hospital,88,2042,Community Hospital,FY17,0.018
Operating Margin,Martha's Vineyard Hospital,88,2042,Community Hospital,FY18,0.002
Operating Margin,Massachusetts Eye and Ear Infirmary,89,2167,Specialty Hospital,FY14,-0.0255
Operating Margin,Massachusetts Eye and Ear Infirmary,89,2167,Specialty Hospital,FY15,-0.1032
Operating Margin,Massachusetts Eye and Ear Infirmary,89,2167,Specialty Hospital,FY16,-0.048
Operating Margin,Massachusetts Eye and Ear Infirmary,89,2167,Specialty Hospital,FY17,-0.021
Operating Margin,Massachusetts Eye and Ear Infirmary,89,2167,Specialty Hospital,FY18,0.027
Operating Margin,Massachusetts General Hospital,91,2168,Academic Medical Center,FY14,0.0559
Operating Margin,Massachusetts General Hospital,91,2168,Academic Medical Center,FY15,0.0607
Operating Margin,Massachusetts General Hospital,91,2168,Academic Medical Center,FY16,0.039
Operating Margin,Massachusetts General Hospital,91,2168,Academic Medical Center,FY17,0.055
Operating Margin,Massachusetts General Hospital,91,2168,Academic Medical Center,FY18,0.062
Operating Margin,MelroseWakefield Hospital (Hallmark Health),3111,2038,Community High Public Payer Hospital,FY14,0.016
Operating Margin,MelroseWakefield Hospital (Hallmark Health),3111,2038,Community High Public Payer Hospital,FY15,0.0148
Operating Margin,MelroseWakefield Hospital (Hallmark Health),3111,2038,Community High Public Payer Hospital,FY16,-0.036
Operating Margin,MelroseWakefield Hospital (Hallmark Health),3111,2038,Community High Public Payer Hospital,FY17,-0.014
Operating Margin,MelroseWakefield Hospital (Hallmark Health),3111,2038,Community High Public Payer Hospital,FY18,0.047
Operating Margin,Mercy Medical Center,6547,2149,Community High Public Payer Hospital,FY14,0.0666
Operating Margin,Mercy Medical Center,6547,2149,Community High Public Payer Hospital,FY15,0.0612
Operating Margin,Mercy Medical Center,6547,2149,Community High Public Payer Hospital,FY16,-0.017
Operating Margin,Mercy Medical Center,6547,2149,Community High Public Payer Hospital,FY17,0.029
Operating Margin,Mercy Medical Center,6547,2149,Community High Public Payer Hospital,FY18,-0.042
Operating Margin,MetroWest Medical Center,3110,2020,Community High Public Payer Hospital,FY14,-0.0263
Operating Margin,MetroWest Medical Center,3110,2020,Community High Public Payer Hospital,FY15,0.0109
Operating Margin,MetroWest Medical Center,3110,2020,Community High Public Payer Hospital,FY16,-0.006
Operating Margin,MetroWest Medical Center,3110,2020,Community High Public Payer Hospital,FY17,-0.014
Operating Margin,MetroWest Medical Center,3110,2020,Community High Public Payer Hospital,FY18,0.017
Operating Margin,Milford Regional Medical Center,97,2105,Community Hospital,FY14,0.0344
Operating Margin,Milford Regional Medical Center,97,2105,Community Hospital,FY15,0.034
Operating Margin,Milford Regional Medical Center,97,2105,Community Hospital,FY16,-0.007
Operating Margin,Milford Regional Medical Center,97,2105,Community Hospital,FY17,0.038
Operating Margin,Milford Regional Medical Center,97,2105,Community Hospital,FY18,0.029
Operating Margin,"Morton Hospital, A Steward Family Hospital",99,2022,Community High Public Payer Hospital,FY14,0.0767
Operating Margin,"Morton Hospital, A Steward Family Hospital",99,2022,Community High Public Payer Hospital,FY15,0.0462
Operating Margin,"Morton Hospital, A Steward Family Hospital",99,2022,Community High Public Payer Hospital,FY16,0.009
Operating Margin,"Morton Hospital, A Steward Family Hospital",99,2022,Community High Public Payer Hospital,FY17,-0.029
Operating Margin,"Morton Hospital, A Steward Family Hospital",99,2022,Community High Public Payer Hospital,FY18,-0.075
Operating Margin,Mount Auburn Hospital,100,2071,Teaching Hospital,FY14,0.0556
Operating Margin,Mount Auburn Hospital,100,2071,Teaching Hospital,FY15,0.0734
Operating Margin,Mount Auburn Hospital,100,2071,Teaching Hospital,FY16,0.038
Operating Margin,Mount Auburn Hospital,100,2071,Teaching Hospital,FY17,-0.025
Operating Margin,Mount Auburn Hospital,100,2071,Teaching Hospital,FY18,0.035
Operating Margin,Nantucket Cottage Hospital,101,2044,Community Hospital,FY14,-0.0217
Operating Margin,Nantucket Cottage Hospital,101,2044,Community Hospital,FY15,-0.0575
Operating Margin,Nantucket Cottage Hospital,101,2044,Community Hospital,FY16,-0.102
Operating Margin,Nantucket Cottage Hospital,101,2044,Community Hospital,FY17,-0.254
Operating Margin,Nantucket Cottage Hospital,101,2044,Community Hospital,FY18,-0.183
Operating Margin,"Nashoba Valley Medical Center, A Steward Family Hospital",11467,2298,Community High Public Payer Hospital,FY14,0.064
Operating Margin,"Nashoba Valley Medical Center, A Steward Family Hospital",11467,2298,Community High Public Payer Hospital,FY15,0.0689
Operating Margin,"Nashoba Valley Medical Center, A Steward Family Hospital",11467,2298,Community High Public Payer Hospital,FY16,0.025
Operating Margin,"Nashoba Valley Medical Center, A Steward Family Hospital",11467,2298,Community High Public Payer Hospital,FY17,-0.066
Operating Margin,"Nashoba Valley Medical Center, A Steward Family Hospital",11467,2298,Community High Public Payer Hospital,FY18,-0.034
Operating Margin,New England Baptist Hospital,103,2059,Specialty Hospital,FY14,0.0014
Operating Margin,New England Baptist Hospital,103,2059,Specialty Hospital,FY15,0.0138
Operating Margin,New England Baptist Hospital,103,2059,Specialty Hospital,FY16,0.014
Operating Margin,New England Baptist Hospital,103,2059,Specialty Hospital,FY17,0.02
Operating Margin,New England Baptist Hospital,103,2059,Specialty Hospital,FY18,0.019
Operating Margin,Newton-Wellesley Hospital,105,2075,Community Hospital,FY14,0.0286
Operating Margin,Newton-Wellesley Hospital,105,2075,Community Hospital,FY15,0.0497
Operating Margin,Newton-Wellesley Hospital,105,2075,Community Hospital,FY16,-0.012
Operating Margin,Newton-Wellesley Hospital,105,2075,Community Hospital,FY17,-0.002
Operating Margin,Newton-Wellesley Hospital,105,2075,Community Hospital,FY18,0.027
Operating Margin,North Shore Medical Center,345,2073,Community High Public Payer Hospital,FY14,-0.0516
Operating Margin,North Shore Medical Center,345,2073,Community High Public Payer Hospital,FY15,-0.0841
Operating Margin,North Shore Medical Center,345,2073,Community High Public Payer Hospital,FY16,-0.116
Operating Margin,North Shore Medical Center,345,2073,Community High Public Payer Hospital,FY17,-0.14
Operating Margin,North Shore Medical Center,345,2073,Community High Public Payer Hospital,FY18,-0.077
Operating Margin,Northeast Hospital,3112,2007,Community High Public Payer Hospital,FY14,0.0467
Operating Margin,Northeast Hospital,3112,2007,Community High Public Payer Hospital,FY15,0.0245
Operating Margin,Northeast Hospital,3112,2007,Community High Public Payer Hospital,FY16,0.046
Operating Margin,Northeast Hospital,3112,2007,Community High Public Payer Hospital,FY17,0.04
Operating Margin,Northeast Hospital,3112,2007,Community High Public Payer Hospital,FY18,0.057
Operating Margin,Quincy Medical Center,112,2151,Community High Public Payer Hospital,FY14,-0.5703
Operating Margin,Saint Vincent Hospital,127,2128,Teaching Hospital,FY14,0.1559
Operating Margin,Saint Vincent Hospital,127,2128,Teaching Hospital,FY15,0.1038
Operating Margin,Saint Vincent Hospital,127,2128,Teaching Hospital,FY16,0.102
Operating Margin,Saint Vincent Hospital,127,2128,Teaching Hospital,FY17,0.112
Operating Margin,Saint Vincent Hospital,127,2128,Teaching Hospital,FY18,0.146
Operating Margin,Shriners Hospitals for Children - Boston,6963,2316,Specialty Hospital,FY14,-4.1972
Operating Margin,Shriners Hospitals for Children - Boston,6963,2316,Specialty Hospital,FY15,-6.9902
Operating Margin,Shriners Hospitals for Children - Boston,6963,2316,Specialty Hospital,FY16,-6.94
Operating Margin,Shriners Hospitals for Children - Boston,6963,2316,Specialty Hospital,FY17,-16.195
Operating Margin,Shriners Hospitals for Children - Boston,6963,2316,Specialty Hospital,FY18,-3.783
Operating Margin,Shriners Hospitals for Children - Springfield,11718,2152,Specialty Hospital,FY14,-2.2303
Operating Margin,Shriners Hospitals for Children - Springfield,11718,2152,Specialty Hospital,FY15,-1.6285
Operating Margin,Shriners Hospitals for Children - Springfield,11718,2152,Specialty Hospital,FY16,-1.112
Operating Margin,Shriners Hospitals for Children - Springfield,11718,2152,Specialty Hospital,FY17,-0.691
Operating Margin,Shriners Hospitals for Children - Springfield,11718,2152,Specialty Hospital,FY18,-0.976
Operating Margin,Signature Healthcare Brockton Hospital,25,2118,Community High Public Payer Hospital,FY14,0.0713
Operating Margin,Signature Healthcare Brockton Hospital,25,2118,Community High Public Payer Hospital,FY15,0.051
Operating Margin,Signature Healthcare Brockton Hospital,25,2118,Community High Public Payer Hospital,FY16,0.041
Operating Margin,Signature Healthcare Brockton Hospital,25,2118,Community High Public Payer Hospital,FY17,0.052
Operating Margin,Signature Healthcare Brockton Hospital,25,2118,Community High Public Payer Hospital,FY18,0.036
Operating Margin,South Shore Hospital,122,2107,Community Hospital,FY14,0.0335
Operating Margin,South Shore Hospital,122,2107,Community Hospital,FY15,0.0395
Operating Margin,South Shore Hospital,122,2107,Community Hospital,FY16,0.036
Operating Margin,South Shore Hospital,122,2107,Community Hospital,FY17,0.003
Operating Margin,South Shore Hospital,122,2107,Community Hospital,FY18,0.015
Operating Margin,Southcoast Hospital Group,3113,2010,Community High Public Payer Hospital,FY14,0.0511
Operating Margin,Southcoast Hospital Group,3113,2010,Community High Public Payer Hospital,FY15,0.0742
Operating Margin,Southcoast Hospital Group,3113,2010,Community High Public Payer Hospital,FY16,0.072
Operating Margin,Southcoast Hospital Group,3113,2010,Community High Public Payer Hospital,FY17,0.045
Operating Margin,Southcoast Hospital Group,3113,2010,Community High Public Payer Hospital,FY18,0.059
Operating Margin,Steward Carney Hospital,42,2003,Teaching Hospital,FY14,-0.1019
Operating Margin,Steward Carney Hospital,42,2003,Teaching Hospital,FY15,-0.0725
Operating Margin,Steward Carney Hospital,42,2003,Teaching Hospital,FY16,-0.077
Operating Margin,Steward Carney Hospital,42,2003,Teaching Hospital,FY17,-0.2
Operating Margin,Steward Carney Hospital,42,2003,Teaching Hospital,FY18,-0.216
Operating Margin,Steward Good Samaritan Medical Center,8701,2101,Community High Public Payer Hospital,FY14,0.0797
Operating Margin,Steward Good Samaritan Medical Center,8701,2101,Community High Public Payer Hospital,FY15,0.085
Operating Margin,Steward Good Samaritan Medical Center,8701,2101,Community High Public Payer Hospital,FY16,0.112
Operating Margin,Steward Good Samaritan Medical Center,8701,2101,Community High Public Payer Hospital,FY17,0.093
Operating Margin,Steward Good Samaritan Medical Center,8701,2101,Community High Public Payer Hospital,FY18,0.125
Operating Margin,Steward Holy Family Hospital,75,2225,Community High Public Payer Hospital,FY14,0.0535
Operating Margin,Steward Holy Family Hospital,75,2225,Community High Public Payer Hospital,FY15,0.0733
Operating Margin,Steward Holy Family Hospital,75,2225,Community High Public Payer Hospital,FY16,0.041
Operating Margin,Steward Holy Family Hospital,75,2225,Community High Public Payer Hospital,FY17,0.034
Operating Margin,Steward Holy Family Hospital,75,2225,Community High Public Payer Hospital,FY18,0.057
Operating Margin,Steward Norwood Hospital,41,2114,Community High Public Payer Hospital,FY14,0.0522
Operating Margin,Steward Norwood Hospital,41,2114,Community High Public Payer Hospital,FY15,0.0757
